1.446972, 1.500756
1.820465, 1.256976
0.611885, 0.809258
1.005447, 0.422710
0.746752, 0.859376
1.116187, 1.665242
1.428853, 0.179101
0.864799, 1.101579
1.795684, 0.800153
0.905701, 0.154059
1.221233, 1.323476
0.149448, 1.478984
1.140460, 1.498881
1.729161, 1.351904
0.276345, 1.328317
1.263166, 0.579963
1.408140, 0.105282
1.780284, 1.027538
1.296808, 1.781785
1.830008, 1.175762
0.657239, 1.503721
1.284863, 1.241923
1.429857, 0.379211
0.519603, 0.832712
1.140442, 1.418940
0.465566, 0.392425
1.675996, 1.558546
1.787410, 0.661153
0.356891, 1.293040
0.478399, 0.767476
1.220057, 0.566428
1.074386, 1.948948


CORRECT HULL
0.1494, 1.4790
1.8300, 1.1758
1.0744, 1.9489
0.9057, 0.1541
1.6760, 1.5585
1.4081, 0.1053
0.4656, 0.3924
1.8205, 1.2570
1.7874, 0.6612
