1.991663, 0.904976
1.991378, 1.057739
1.951243, 1.291033
1.876650, 1.446159
1.781373, 1.623775
1.598933, 1.790306
1.564246, 1.815750
1.488697, 1.867853
1.414894, 1.890198
0.985260, 1.997406
0.743227, 1.942505
0.586981, 1.903173
0.408604, 1.773566
0.262860, 1.648986
0.121699, 1.472431
0.001469, 0.947582
0.101373, 0.600912
0.189151, 0.446357
0.239030, 0.377788
0.474800, 0.161749
0.602906, 0.099061
0.991880, 0.003082
1.419944, 0.106312
1.485484, 0.143424
1.687865, 0.346210
1.880584, 0.539634
1.975139, 0.847528
