0.547372, 0.747088
0.791970, 0.958971
0.707993, 0.711111
0.844745, 0.123422
0.309964, 0.417572
0.328072, 0.709041
0.981362, 0.784269
0.401768, 0.840828
0.851875, 0.987945
0.131149, 0.990047
0.074046, 0.431223
0.633076, 0.640456
0.316646, 0.970738
0.454321, 0.297079
0.726166, 0.499396
0.336720, 0.404245
0.265901, 0.125359
0.342481, 0.086386
0.355351, 0.662996
0.767429, 0.685723
0.313519, 0.145208
0.566991, 0.261323
0.720014, 0.925597
0.263486, 0.462007
0.828289, 0.678306
0.105874, 0.923555
0.372137, 0.552248
0.743476, 0.221527
0.518726, 0.977899
0.086076, 0.170955
0.600217, 0.953048
0.760993, 0.538954
