0.003159, 0.368061
0.017252, 0.412441
0.022578, 0.446604
0.027047, 0.143952
0.049655, 0.679022
0.053182, 0.713542
0.076858, 0.821071
0.084426, 0.544795
0.085921, 0.896309
0.095703, 0.727990
0.104899, 0.575900
0.121837, 0.141343
0.141753, 0.148419
0.164462, 0.743357
0.187686, 0.379451
0.187866, 0.188053
0.210496, 0.195169
0.235248, 0.805561
0.242920, 0.337796
0.269656, 0.225509
0.279799, 0.950449
0.291036, 0.944951
0.297977, 0.879060
0.321241, 0.636951
0.326469, 0.157595
0.332726, 0.502103
0.343751, 0.412744
0.349984, 0.683977
0.370181, 0.958672
0.400258, 0.720386
0.456219, 0.130571
0.461831, 0.932871
0.488041, 0.367430
0.493801, 0.536539
0.503982, 0.910772
0.525404, 0.628810
0.544776, 0.103006
0.565229, 0.547132
0.574862, 0.526504
0.610559, 0.859518
0.631245, 0.514789
0.632335, 0.420434
0.661331, 0.563156
0.667464, 0.074751
0.681951, 0.987004
0.715182, 0.640096
0.733065, 0.192858
0.754581, 0.208033
0.765413, 0.279689
0.683802, 0.644823
0.693970, 0.295710
0.696986, 0.078165
0.707207, 0.465720
0.798067, 0.535169
0.799561, 0.310491
0.799896, 0.472317
0.826279, 0.928583
0.852224, 0.885379
0.870335, 0.329489
0.874782, 0.174768
0.880973, 0.172672
0.900538, 0.800517
0.916191, 0.124846
0.993991, 0.642263
